video_id,video_name,audience,language,shot_number,timecode,visual_description,on_screen_text,narration_line,gamma_prompt
V4,The Rules Breakout Intro,SMB owners / nonprofits / government staff,EN,3,0:13–0:23,"Fast montage — five quick 1.5-second shots of Friday-killing tasks: overflowing inbox; messy meeting-notes notebook; blank social media scheduler; spreadsheet with red flags; sticky note reading 'call Dave about the return.'","Five jobs. Five Fridays. Gone.","In this hour, you're going to hand five jobs to AI — the five you do every week that eat your Fridays.","Quick montage of small business Friday tasks: overflowing email inbox, messy handwritten meeting notes, blank social media post scheduler, flagged spreadsheet rows, a sticky note reminder"
V4,The Rules Breakout Intro,SMB owners / nonprofits / government staff,EN,4,0:23–0:34,"Gemini on screen: an AI drafts a customer email in 10 seconds. Then: Granola transcribing a meeting. Then: Gemini generating a week of social posts. Quick cuts, each 3 seconds.","60 seconds. Each.","Customer email. Meeting recap. Social posts. Spreadsheet cleanup. The hard conversation you've been putting off. All of them. In under sixty seconds each.","Split-screen showing Gemini drafting a professional customer email, then Granola auto-transcribing meeting notes, then a social media calendar filling in automatically, clean interfaces, warm light"
V4,The Rules Breakout Intro,SMB owners / nonprofits / government staff,EN,5,0:34–0:44,"Ken and Bob at a whiteboard — clean, serious, not stiff. Three lines: RULE 1 / RULE 2 / RULE 3. Bob circles all three.","THE 3 RULES (bold no-nonsense)","And then — the part nobody else teaches you today — three rules that prevent the bad week.","Two professional men at a whiteboard with three numbered rules listed, one is circling the rules with a marker, serious but warm, workshop setting, clean bright lighting"
V4,The Rules Breakout Intro,SMB owners / nonprofits / government staff,EN,6,0:44–0:52,"Close-up on the whiteboard — RULE 1: 'Never paste private data into a free tool.' A hand underlines it with red marker.","Rule 1: No private data in free tools. (red underline appears)","No 200-page binder. Three rules. One of them is: never paste private data into a free tool.","Close-up of a whiteboard with Rule 1 written in clear marker text: 'Never paste private data into a free tool,' a hand underlining it in red, clean workshop aesthetic"
V4,The Rules Breakout Intro,SMB owners / nonprofits / government staff,EN,7,0:52–0:58,"RULE 2 on whiteboard: 'Human approves anything to a customer.' RULE 3: 'Keep the receipts.' Quick dissolve between them.","Rule 2 · Rule 3 (each appears in sequence)","One of them is: a human approves anything that goes to a customer. One of them is: keep the receipts.","Whiteboard close-up showing Rules 2 and 3 written clearly, clean and authoritative, warm workshop lighting"
V4,The Rules Breakout Intro,SMB owners / nonprofits / government staff,EN,8,0:58–1:05,"Title card style shot — silhouettes of a large corporate skyscraper vs. a small storefront on Main Street. Arrow pointing to the storefront: 'Free. Today.'","Seven figures → free. One hour.","Big companies pay seven figures to have people teach them this. You're getting it for free. In an hour.","Split graphic showing a large corporate glass tower on the left and a small welcoming main street storefront on the right with an arrow pointing to the storefront labeled 'Free Today,' clean minimal graphic style"
V4,The Rules Breakout Intro,SMB owners / nonprofits / government staff,EN,9,1:05–1:12,"A business owner writing their 5-sentence AI policy. We see: 'At [Business], we use AI to...' They finish. Sign it. Fold it. Put it on their desk.","5 sentences. Your policy. Done.",(music only — this is a closing image moment),"A small business owner writing a short 5-line AI policy on a notepad, signing it, then folding it neatly and placing it prominently on their desk, warm office light, sense of resolution"
V4,The Rules Breakout Intro,SMB owners / nonprofits / government staff,EN,10,1:12–1:20,"The door to Room B — a second sign: 'The Rules · Safe & Sane AI for Business.' Ken and Bob visible inside through the glass, setting up.","ROOM B · 10:15 AM (clean bold)","Room B. Ten-fifteen. Bring a real problem from your business.","Convention center breakout room door with a sign reading 'The Rules: Safe and Sane AI for Business,' two presenters visible inside setting up, welcoming atmosphere"
V4,The Rules Breakout Intro,SMB owners / nonprofits / government staff,EN,11,1:20–1:30,"Final Card. Deep river-blue background. The Rules title. Room/time/URL. QR code.","THE RULES · Room B · 10:15 AM · Bring a real problem. · aigovops-foundation.com/ncw",(music: warm resolved no-nonsense close),"Clean title card on deep river-blue background, bold white sans-serif typography, QR code bottom center, professional event branding"
V4,The Rules Breakout Intro,SMB owners / nonprofits / government staff,ES,1,0:00–0:08,"Un dueño de negocio pequeño en su escritorio. En su pantalla: una herramienta de IA gratuita. Su dedo sobre el botón de pegar. Una hoja de cálculo con datos de clientes al fondo.",(none),"Seguro ya escuchaste alguna historia de una empresa que pegó datos de clientes en una herramienta de IA gratuita y pasó una semana muy difícil.","A small business owner at a desk, mouse hovering over paste in an AI chat interface, a spreadsheet with customer data visible on a second screen in the background, slightly tense expression, warm office light"
V4,The Rules Breakout Intro,SMB owners / nonprofits / government staff,ES,2,0:08–0:13,"El mismo dueño — ahora sonriendo. Cierra esa hoja de cálculo. Abre una ventana de chat limpia. Intencional.","Esa historia no tiene que ser la tuya. (tipo cálido directo)","Esa historia no tiene que ser la tuya.","Same business owner now smiling, closing a sensitive spreadsheet and opening a clean AI chat window with intentionality, confident expression, warm light"
V4,The Rules Breakout Intro,SMB owners / nonprofits / government staff,ES,3,0:13–0:23,"Montaje rápido — cinco tomas de 1.5 segundos de las tareas que se comen los viernes: bandeja de entrada desbordada; notas de reunión caóticas; programador de redes sociales en blanco; hoja con alertas rojas; nota adhesiva: 'llamar a David por la devolución.'","Cinco trabajos. Cinco viernes. Se van.","En esta hora le vas a dar cinco trabajos a la IA — los cinco que te comen los viernes cada semana.","Quick montage of small business Friday tasks: overflowing email inbox, messy handwritten meeting notes, blank social media post scheduler, flagged spreadsheet rows, a sticky note reminder"
V4,The Rules Breakout Intro,SMB owners / nonprofits / government staff,ES,4,0:23–0:34,"Gemini en pantalla: la IA redacta un correo al cliente en 10 segundos. Luego: Granola transcribiendo una reunión. Luego: Gemini generando una semana de publicaciones.","60 segundos. Cada uno.","Correo al cliente. Resumen de reunión. Publicaciones para redes. Limpiar la hoja de cálculo. La conversación difícil que has estado posponiendo. Todo eso. En menos de sesenta segundos cada uno.","Split-screen showing Gemini drafting a professional customer email, then Granola auto-transcribing meeting notes, then a social media calendar filling in automatically, clean interfaces, warm light"
V4,The Rules Breakout Intro,SMB owners / nonprofits / government staff,ES,5,0:34–0:44,"Ken y Bob en un pizarrón — serios pero cálidos. Tres líneas: REGLA 1 / REGLA 2 / REGLA 3. Bob encierra las tres en un círculo.","LAS 3 REGLAS (negritas directas)","Y luego — lo que nadie más te enseña hoy — tres reglas que evitan esa semana difícil.","Two professional men at a whiteboard with three numbered rules listed, one is circling the rules with a marker, serious but warm, workshop setting, clean bright lighting"
V4,The Rules Breakout Intro,SMB owners / nonprofits / government staff,ES,6,0:44–0:52,"Primer plano del pizarrón — REGLA 1: 'Nunca pegues información privada en una herramienta gratuita.' Una mano la subraya con marcador rojo.","Regla 1: Sin datos privados en herramientas gratuitas. (subrayado rojo aparece)","Sin un manual de doscientas páginas. Tres reglas. Una es: nunca pegues información privada en una herramienta gratuita.","Close-up of a whiteboard with Rule 1 written in clear marker text: 'Never paste private data into a free tool,' a hand underlining it in red, clean workshop aesthetic"
V4,The Rules Breakout Intro,SMB owners / nonprofits / government staff,ES,7,0:52–0:58,"REGLA 2 en pizarrón: 'Un ser humano aprueba todo lo que le llega a un cliente.' REGLA 3: 'Guarda el rastro.' Disolvencia rápida entre ellas.","Regla 2 · Regla 3 (cada una aparece en secuencia)","Una es: un ser humano aprueba todo lo que le llega a un cliente. Una es: guarda el rastro.","Whiteboard close-up showing Rules 2 and 3 written clearly, clean and authoritative, warm workshop lighting"
V4,The Rules Breakout Intro,SMB owners / nonprofits / government staff,ES,8,0:58–1:05,"Siluetas: un gran edificio corporativo vs. un pequeño negocio de Main Street. Flecha apuntando al negocio: 'Gratis. Hoy.'","Fortunas → gratis. Una hora.","Las empresas grandes pagan fortunas para que alguien les enseñe esto. Tú lo obtienes gratis. En una hora.","Split graphic showing a large corporate glass tower on the left and a small welcoming main street storefront on the right with an arrow pointing to the storefront labeled 'Gratis Hoy,' clean minimal graphic style"
V4,The Rules Breakout Intro,SMB owners / nonprofits / government staff,ES,9,1:05–1:12,"Un dueño de negocio escribe su política de IA en 5 oraciones. Termina. La firma. La dobla. La pone en su escritorio.","5 oraciones. Tu política. Lista.",(música — imagen de cierre),"A small business owner writing a short 5-line AI policy on a notepad, signing it, then folding it neatly and placing it prominently on their desk, warm office light, sense of resolution"
V4,The Rules Breakout Intro,SMB owners / nonprofits / government staff,ES,10,1:12–1:20,"La puerta del Salón B — un segundo letrero: 'Las Reglas · IA Segura y Sensata para Negocios.' Ken y Bob visibles adentro, preparándose.","SALÓN B · 10:15 AM (negritas)","Salón B. A las diez y cuarto. Trae un problema real de tu negocio.","Convention center breakout room door with a sign reading 'The Rules: Safe and Sane AI for Business,' two presenters visible inside setting up, welcoming atmosphere"
V4,The Rules Breakout Intro,SMB owners / nonprofits / government staff,ES,11,1:20–1:30,"Tarjeta final. Fondo azul río profundo. Título Las Reglas. Salón/hora/URL. Código QR.","LAS REGLAS · Salón B · 10:15 AM · Trae un problema real. · aigovops-foundation.com/ncw",(música: cierre cálido resuelto directo),"Clean title card on deep river-blue background, bold white sans-serif typography, QR code bottom center, professional event branding"
V5,Build It in 60 Breakout Intro,6/10+ builders / early adopters / makers,EN,1,0:00–0:07,"A person (late 20s–30s, tech-adjacent but not corporate) with a half-built AI chat interface on their laptop. They've started something. They stare at it.",(none),"You already know the tools exist. You've prompted a few things. You've wondered: could I actually build something?","A person in their late 20s or early 30s at a laptop in a casual workspace, a half-built AI chat interface on screen, thoughtful expression, slightly stuck but not defeated, warm ambient light"
V5,Build It in 60 Breakout Intro,6/10+ builders / early adopters / makers,EN,2,0:07–0:11,"Cut to: same person — same room — but now typing fast, focused, lit up. The screen shows something finished.","Yes. And you're about to. (bold fast punchy)","Yes. And you're about to.","Same person now typing energetically on their laptop, an AI interface on screen showing a completed and working product, lit-up and focused expression, warm light, same setting"
V5,Build It in 60 Breakout Intro,6/10+ builders / early adopters / makers,EN,3,0:11–0:22,"A finished demo: the 'Orchard Helper' Gemini Gem on screen. A text prompt: 'What's our cold-spray protocol below 28°F?' Answer populates in 3 seconds — perfect, branded, in-voice.","Your files. Your voice. Your agent.","In the next hour you're going to build a custom AI agent for your real business or classroom — one that knows your files, answers in your voice, and says exactly the right thing.","A finished Gemini Gem AI agent interface on screen labeled 'Orchard Helper,' answering a specific operational question with a perfect branded response, a person reading it and nodding with approval, warm light"
V5,Build It in 60 Breakout Intro,6/10+ builders / early adopters / makers,EN,4,0:22–0:30,"The Lovable or Bolt interface: a prompt types in: 'Build a single-page site where customers can ask [Business Name] questions. Brand in green and white.' A website visibly generates — live.","Type. Generate. Done.","Then you're going to stress-test it — try to break it with tricky questions — and add the two lines that turn it from a toy into a tool.","A Lovable or Bolt website builder interface with a simple natural language prompt being typed, a webpage design generating in real-time below the prompt, excitement and motion, clean UI"
V5,Build It in 60 Breakout Intro,6/10+ builders / early adopters / makers,EN,5,0:30–0:38,"Two people at adjacent tables — one tries to break the other's agent. Screen visible: 'Are you human?' The agent responds: 'I'm an AI assistant for [Orchard]. I can't answer that — ask Jake.' Both people laugh.","Try to break it. (playful)","Then you're going to stress-test it — try to break it with tricky questions —","Two people at adjacent workshop tables, one typing a challenging question into the other's AI agent on screen, 'Are you human?' visible on screen, both laughing at the agent's response, authentic workshop energy"
V5,Build It in 60 Breakout Intro,6/10+ builders / early adopters / makers,EN,6,0:38–0:45,"Close-up: an agent's 'system prompt' open. Two lines being added: 'Never quote prices. Always escalate refund requests to a human.' The hands type this and save it.","Two lines. Toy → tool.","— and add the two lines that turn it from a toy into a tool.","Close-up of an AI system prompt interface being edited, two new lines being typed: a restriction and an escalation rule, a focused hand on the keyboard, clean UI on dark background"
V5,Build It in 60 Breakout Intro,6/10+ builders / early adopters / makers,EN,7,0:45–0:53,"A README file opens. Three section headers appear: WHAT IT DOES / WHAT IT WON'T DO / HOW TO ESCALATE. A cursor fills in each section.","Policy ships with the agent.","Here's the thing: when you ship an agent, you ship its policy. What it will do. What it won't. Who's responsible. You're going to write that today too. Because that's what ships clean.","A code editor or simple text file showing a README with three clear sections: What It Does, What It Won't Do, How To Escalate — being filled in with concise text, clean code aesthetic, dark background"
V5,Build It in 60 Breakout Intro,6/10+ builders / early adopters / makers,EN,8,0:53–1:00,"Quick split — a corporate 'AI governance team' (suited, conference room) vs. an NCW small business owner at a single table, same README open. Arrow: 'Same principle. 50 min.'","Seven figures → 50 minutes.","Big enterprises pay seven figures for this. You're going to do it in fifty minutes. Same principle. Smaller scale. Real output.","Split image: left side shows a formal corporate AI governance meeting in a glass conference room, right side shows a casual individual at a laptop at a folding table with the same type of document, an arrow connecting them labeled 'Same principle'"
V5,Build It in 60 Breakout Intro,6/10+ builders / early adopters / makers,EN,9,1:00–1:06,"Someone's agent answers a question in Spanish — their orchard crew can use it. Real community context.",(none),(music only),"A phone screen showing an AI agent responding to a question in Spanish about orchard operations, a worker's hands holding the phone outside near apple trees, golden hour light"
V5,Build It in 60 Breakout Intro,6/10+ builders / early adopters / makers,EN,10,1:06–1:13,"Room C door — small, powerful. Power strips visible through the glass. Laptops already open at tables. A 'Wi-Fi tested: ✓' sign on the door, handwritten.","ROOM C (bold) · Power strip at every seat. · Wi-Fi tested yesterday.","Room C. Now. Power strip at every seat. Wi-Fi tested yesterday.","A convention center small breakout room door with a handwritten 'Wi-Fi Tested ✓' sign, visible power strips and open laptops inside, the room looks ready and purposeful"
V5,Build It in 60 Breakout Intro,6/10+ builders / early adopters / makers,EN,11,1:13–1:21,"A person standing, ready to walk into the room. They pull out their phone. One idea in their head — visible in their expression. They go in.",(none),"Bring an idea. Ship a thing.","A person at a convention center hallway, standing up from a chair, phone in hand, a determined and slightly excited expression, about to walk into a breakout room, warm ambient light"
V5,Build It in 60 Breakout Intro,6/10+ builders / early adopters / makers,EN,12,1:21–1:30,"Final Card. Dark midnight-green background. Build It in 60 title. Room/time/URL. QR code. A small 'Submit to the Showdown →' line at the bottom.","BUILD IT IN 60 · Room C · 9:00 AM & 10:15 AM · Bring an idea. Ship a thing. · ncwtech.org/ai-camp",(fast clean music landing — punchy resolved),"Clean title card on dark midnight-green background, bold clean white typography, small 'Submit to the Showdown' line, QR code, professional and energized event branding"
V5,Build It in 60 Breakout Intro,6/10+ builders / early adopters / makers,ES,1,0:00–0:07,"Una persona (fines de 20s-30s, afín a tecnología pero no corporativa) con una interfaz de chat de IA a medias en su laptop. Empezó algo. La mira.",(none),"Ya sabes que las herramientas existen. Ya le has pedido cosas a la IA alguna vez. Te has preguntado: ¿puedo construir algo de verdad con esto?","A person in their late 20s or early 30s at a laptop in a casual workspace, a half-built AI chat interface on screen, thoughtful expression, slightly stuck but not defeated, warm ambient light"
V5,Build It in 60 Breakout Intro,6/10+ builders / early adopters / makers,ES,2,0:07–0:11,"Corte: misma persona — mismo cuarto — pero ahora teclea rápido, enfocada, iluminada. La pantalla muestra algo terminado.","Sí. Y lo vas a hacer ahorita. (negritas rápidas)","Sí. Y lo vas a hacer ahorita.","Same person now typing energetically on their laptop, an AI interface on screen showing a completed and working product, lit-up and focused expression, warm light, same setting"
V5,Build It in 60 Breakout Intro,6/10+ builders / early adopters / makers,ES,3,0:11–0:22,"Demo terminada: 'Orchard Helper' Gemini Gem en pantalla. Pregunta: '¿Cuál es nuestro protocolo de rociado frío por debajo de -2°C?' Respuesta perfecta, con la voz de la empresa.","Tus archivos. Tu voz. Tu agente.","En la próxima hora vas a construir un agente de IA personalizado para tu negocio o salón de clases real — uno que conoce tus archivos, responde con tu voz, y dice exactamente lo correcto.","A finished Gemini Gem AI agent interface on screen labeled 'Orchard Helper,' answering a specific operational question with a perfect branded response, a person reading it and nodding with approval, warm light"
V5,Build It in 60 Breakout Intro,6/10+ builders / early adopters / makers,ES,4,0:22–0:30,"Interfaz de Lovable o Bolt: se escribe un prompt: 'Construye un sitio de una página donde los clientes puedan hacer preguntas a [Nombre del negocio]. Estilo verde y blanco.' Un sitio web se genera en vivo.","Escribe. Genera. Listo.","Luego lo vas a someter a prueba — vas a intentar romperlo con preguntas difíciles — y vas a agregar las dos líneas que lo convierten de juguete en herramienta.","A Lovable or Bolt website builder interface with a simple natural language prompt being typed, a webpage design generating in real-time below the prompt, excitement and motion, clean UI"
V5,Build It in 60 Breakout Intro,6/10+ builders / early adopters / makers,ES,5,0:30–0:38,"Dos personas en mesas adyacentes — una intenta romper el agente de la otra. Pantalla visible: '¿Eres humano?' El agente responde: 'Soy un asistente de IA para [Orchard]. Para preguntas personales, habla con Juan.' Ambas ríen.","Intenta romperlo. (juguetón)","Luego lo vas a someter a prueba — vas a intentar romperlo con preguntas difíciles —","Two people at adjacent workshop tables, one typing a challenging question into the other's AI agent on screen, 'Are you human?' visible on screen, both laughing at the agent's response, authentic workshop energy"
V5,Build It in 60 Breakout Intro,6/10+ builders / early adopters / makers,ES,6,0:38–0:45,"Primer plano: el 'prompt del sistema' de un agente abierto. Dos líneas que se agregan: 'Nunca cotices precios. Siempre escala solicitudes de devolución a un humano.' Las manos escriben y guardan.","Dos líneas. Juguete → herramienta.","— y vas a agregar las dos líneas que lo convierten de juguete en herramienta.","Close-up of an AI system prompt interface being edited, two new lines being typed: a restriction and an escalation rule, a focused hand on the keyboard, clean UI on dark background"
V5,Build It in 60 Breakout Intro,6/10+ builders / early adopters / makers,ES,7,0:45–0:53,"Un archivo README se abre. Tres encabezados aparecen: QUÉ HACE / QUÉ NO HACE / CÓMO ESCALAR. Un cursor llena cada sección.","La política sale con el agente.","Esto es lo que hay: cuando mandas un agente al mundo, mandas también su política. Qué va a hacer. Qué no va a hacer. Quién es responsable. Eso también lo vas a escribir hoy. Porque así es como se entrega algo bien hecho.","A code editor or simple text file showing a README with three clear sections: What It Does, What It Won't Do, How To Escalate — being filled in with concise text, clean code aesthetic, dark background"
V5,Build It in 60 Breakout Intro,6/10+ builders / early adopters / makers,ES,8,0:53–1:00,"División rápida — un 'equipo de gobernanza de IA' corporativo (trajes, sala de reuniones) vs. un dueño de negocio de NCW en una mesa sola, el mismo README abierto. Flecha: 'El mismo principio. 50 min.'","Fortunas → 50 minutos.","Las grandes empresas pagan fortunas por esto. Tú lo vas a hacer en cincuenta minutos. El mismo principio. Escala más pequeña. Resultado real.","Split image: left side shows a formal corporate AI governance meeting in a glass conference room, right side shows a casual individual at a laptop at a folding table with the same type of document, an arrow connecting them labeled 'El mismo principio'"
V5,Build It in 60 Breakout Intro,6/10+ builders / early adopters / makers,ES,9,1:00–1:06,"El agente de alguien responde una pregunta en español — su cuadrilla del huerto puede usarlo. Contexto real de la comunidad.",(none),(música),"A phone screen showing an AI agent responding to a question in Spanish about orchard operations, a worker's hands holding the phone outside near apple trees, golden hour light"
V5,Build It in 60 Breakout Intro,6/10+ builders / early adopters / makers,ES,10,1:06–1:13,"La puerta del Salón C — pequeña, potente. Clavijas de corriente visibles a través del vidrio. Laptops abiertas en las mesas. Un letrero: 'Wi-Fi probado: ✓', escrito a mano.","SALÓN C (negritas) · Clavija de luz en cada lugar. · Wi-Fi probado ayer.","Salón C. Ahorita. Clavija de luz en cada lugar. Wi-Fi probado ayer.","A convention center small breakout room door with a handwritten 'Wi-Fi Tested ✓' sign, visible power strips and open laptops inside, the room looks ready and purposeful"
V5,Build It in 60 Breakout Intro,6/10+ builders / early adopters / makers,ES,11,1:13–1:21,"Una persona de pie, lista para entrar al salón. Saca su teléfono. Una idea en la cabeza — visible en su expresión. Entra.",(none),"Trae una idea. Entrega algo.","A person at a convention center hallway, standing up from a chair, phone in hand, a determined and slightly excited expression, about to walk into a breakout room, warm ambient light"
V5,Build It in 60 Breakout Intro,6/10+ builders / early adopters / makers,ES,12,1:21–1:30,"Tarjeta final. Fondo verde medianoche oscuro. Título Build It in 60. Salón/hora/URL. Código QR. Línea pequeña: 'Mándalo al Showdown →'","BUILD IT IN 60 · Salón C · 9:00 AM & 10:15 AM · Trae una idea. Entrega algo. · ncwtech.org/ai-camp",(música rápida y limpia de cierre),"Clean title card on dark midnight-green background, bold clean white typography, small 'Submit to the Showdown' line, QR code, professional and energized event branding"
